# Question: 평가 질문 (test02.jsonl의 question)
# Reference Answer: 기준 정답 (test02.jsonl의 answer)
# Base_Answer: 베이스 모델의 자체 지식 기반 답변 (contexts 미제공)
# Finetuned_Answer: 파인튜닝 모델의 자체 지식 기반 답변 (contexts 미제공)
# accuracy: 정답과의 정확성 (1~5)
# completeness: 정보의 충분성/누락 없음 (1~5)
# clarity: 표현의 명료성/가독성 (1~5)
# overall: 종합 점수 (1~5)
# rater: 평가자 이름/ID
# notes: 자유 코멘트
Question,Reference Answer,Base_Answer,Finetuned_Answer,accuracy,completeness,clarity,overall,rater,notes
쏘나타 N 라인은 어떤 영화에 신스틸러로 등장하나요?,쏘나타 N 라인은 영화 <스네이크 아이즈: 지.아이.조(snake eyes: g.i. joe origins)>에 신스틸러로 등장한다.,"쏘나타 N 라인은 영화에 신스틸러(주요 장면에서 강렬한 인상을 주는 차량)로 등장한 기록이 없습니다. 쏘나타 N 라인은 주로 국내외 자동차 경주, 광고, 모터쇼 등 자동차 관련 행사와 마케팅에서 주목받아왔으며, 할리우드 영화 등 대중매체에서는 신스틸러로 등장한 사례가 확인되지 않습니다.",쏘나타 N 라인은 영화 '극한직업'에서 신스틸러로 등장합니다.,,,,,,
2018년형 그랜저 하이브리드 모델의 가격 범위는 얼마인가?,"2018년형 그랜저 하이브리드 모델의 가격 범위는 3,580만원에서 3,995만원(세제 혜택 후)이다.","2018년형 그랜저 하이브리드 모델의 공식 판매 가격은 다음과 같습니다.

- **기본 트림(2.0 하이브리드):** 약 3,000만 원대 후반 ~ 4,000만 원 초반
- **상위 트림(3.0 하이브리드):** 약 4,000만 원대 초반 ~ 4,500만 원대

정확한 가격은 선택 옵션, 프로모션, 차량 색상, 등록 지역 등에 따라 달라질 수 있습니다.  
공식 출고가 기준, 기본 사양 기준으로는 위 범위 내에서 형성됩니다.","2018년형 그랜저 하이브리드 모델의 가격 범위는 3,294만원에서 4,120만원이다.",,,,,,
2020 투싼의 '모던 초이스' 옵션 패키지에 포함된 기능은 무엇인가?,"2020 투싼의 '모던 초이스' 옵션 패키지에는 앞좌석 열선시트, 앞좌석 통풍시트, 열선 스티어링휠, 듀얼 풀오토 에어컨이 포함되어 있다.","2020 투싼의 '모던 초이스' 옵션 패키지에 포함된 주요 기능은 다음과 같습니다:

- 18인치 알로이 휠
- LED 주간주행등(DRL)
- 하이빔 보조
- 운전석 파워 시트
- 열선 시트
- 전동 접이식 사이드 미러
- 후방 카메라
- 블루투스 오디오 시스템
- 크루즈 컨트롤(정속주행장치)
- 레인 센싱 와이퍼

포함 사항은 차량 생산 시기, 지역, 트림 등에 따라 일부 차이가 있을 수 있으니, 정확한 세부 사양은 공식 현대자동차 자료나 출고 차량 옵션표를 참고하는 것이 가장 확실합니다.","2020 투싼의 '모던 초이스' 옵션 패키지에는 LED 헤드램프, 17인치 알로이 휠 & 타이어, 후방 모니터, 전동식 트렁크, 스마트 파워테일게이트, 6매 CD 체인저가 포함되어 있다.",,,,,,
코나의 휠 크기는 몇 인치인가?,코나에는 동급 최초로 19인치 휠이 적용되었다.,"코나의 휠 크기는 모델과 옵션에 따라 다릅니다.  
기본적으로 코나(1세대, 2세대)는 16인치, 17인치, 18인치 휠을 선택할 수 있습니다.  
- 1세대: 16인치, 17인치, 18인치 휠 옵션 제공  
- 2세대(Niro 기반): 16인치, 17인치, 18인치 휠 옵션 제공  

차량 구매 시 선택한 휠 크기에 따라 다르니, 구체적인 차량 모델(생산연도, 트림 등)을 알려주시면 더 정확히 안내드릴 수 있습니다.",코나의 휠 크기는 17인치이다.,,,,,,
더 뉴 싼타페에 적용된 엔진과 변속기의 종류는 무엇인가요?,더 뉴 싼타페에는 '스마트스트림 G2.5T' 엔진과 '스마트스트림 습식 8DCT' 변속기가 탑재되었습니다.,"더 뉴 싼타페에 적용된 엔진과 변속기의 종류는 다음과 같습니다.

- **엔진:**  
  - 2.0 터보 가솔린 엔진 (스마트스트림 G2G)
  - 1.6 터보 디젤 엔진 (스마트스트림 D1)

- **변속기:**  
  - 8단 자동 변속기 (스마트스트림 DCT 또는 8D)  
    (주요 트림 및 모델에 따라 다를 수 있음)

※ 실제 적용 변속기는 차량의 세부 트림(기본/프리미엄/풀옵션 등)에 따라 다를 수 있으니, 구체적인 차량 트림을 알려주시면 더 정확히 안내드릴 수 있습니다.",더 뉴 싼타페에는 스마트스트림 가솔린 1.6 터보 엔진과 8단 습식 DCT가 적용되었습니다.,,,,,,
아이오닉 5의 축간거리는 몇 mm인가요?,"아이오닉 5의 축간거리는 3,000mm입니다.","아이오닉 5의 축간거리(축거, 휠베이스)는 약 2,700mm입니다.",아이오닉 5의 축간거리는 1440mm입니다.,,,,,,
코나 아이언맨 에디션의 디자인은 무엇에서 영감을 받았나요?,코나 아이언맨 에디션의 디자인은 영화 '아이언맨'에 등장하는 아이언맨 수트에서 영감을 받았습니다.,"코나 아이언맨 에디션은 아이언맨 슈트, 특히 토니 스타크(아이언맨)의 수트에서 디자인 영감을 받았습니다. 차량 외관에는 아이언맨 특유의 금속 질감, 붉은색 계열의 색상, 그리고 아이언맨 마크(Mark)와 유사한 형상의 액세서리(그릴, 범퍼, 휠 등)가 적용되어 슈퍼히어로 영화 속 아이언맨의 이미지를 반영합니다.",코나 아이언맨 에디션의 디자인은 아이언맨 수트와 항공기에서 영감을 받았습니다.,,,,,,
더 뉴 그랜드 스타렉스 리무진의 승차 인원 옵션은 어떻게 변경되었나요?,더 뉴 그랜드 스타렉스 리무진은 기존 11인승에서 6인승과 9인승 승용차로 새롭게 운영됩니다.,"더 뉴 그랜드 스타렉스 리무진의 승차 인원 옵션은 기본적으로 다음과 같이 변경되었습니다:

- 9인승: 9명 탑승 가능
- 11인승(기본형): 11명 탑승 가능
- 11인승(프리미엄/럭셔리 등 일부 고급 옵션): 8~10명 탑승 가능(좌석 구성에 따라 다름)

주요 변경점은 11인승 모델에서 일부 좌석을 슬림화하거나 편의 사양을 강화하는 대신, 탑승 인원이 11명에서 8~10명으로 조정될 수 있는 선택지가 추가된 것입니다. 세부 구성은 트림(등급)에 따라 차이가 있습니다.

추가로 궁금한 점이 있으시면 말씀해 주세요.","더 뉴 그랜드 스타렉스 리무진은 기존 9인승 모델과 11인승 모델 외에 4인승과 6인승 모델을 새롭게 추가했습니다. 특히 6인승 모델은 2열과 3열에 우드 패턴 가니시를 적용해 고급스러움을 더했으며, 카펫과 우드 패턴 가니시, 가죽 시트 등으로 내장 고급감을 높였습니다. 또한 기존에는 9인승 모델로 분류됐던 4인승은 2열만 앉는 단거리 수요를 대응하기 위해 마련됐으며, 6인승은 2열과 3열을 모두 해체하거나 2열 only, 3열 only, 2+3열 함께 사용 등 다양한 구성으로 운영할 수 있습니다. 현대차는 9인승 모델의 경우 9인의 승객 중 8명이 탑승해 고속도로 주행 시 버스전용차로 이용이 가능하도록 하고, 6인승 모델은 6인 탑승 후 모두 탑승해 운전",,,,,,
신형 쏘나타의 휠베이스 길이는 몇 mm인가?,"신형 쏘나타의 휠베이스는 2,805mm이다.","신형 쏘나타의 휠베이스 길이는 약 2,700mm입니다. (모델 및 트림에 따라 약간의 차이가 있을 수 있습니다.)","신형 쏘나타의 휠베이스 길이는 2,795mm이다.",,,,,,
아이오닉 9의 인테리어 디자인을 위해 설정된 세 가지 콘셉트 키워드는 무엇인가?,"아이오닉 9의 인테리어 디자인을 위해 설정된 세 가지 콘셉트 키워드는 '내추럴(Natural)', '스무스(Smooth)', '스페이셔스(Spacious)'이다.","아이오닉 9의 인테리어 디자인을 위해 설정된 세 가지 콘셉트 키워드는 다음과 같습니다.

1. 공간성  
2. 연결성  
3. 지속가능성  

(추가 정보가 없으므로, 공식적으로 공개된 주요 키워드 기준입니다.)","아이오닉 9의 인테리어 디자인을 위해 설정된 세 가지 콘셉트 키워드는 다음과 같다: Private Space, Ultra Premium, Space to Grow.",,,,,,
신형 코나의 '심리스 호라이즌 램프'는 어떤 기능을 하나요?,"신형 코나의 '심리스 호라이즌 램프'는 주간주행등으로 기능하며, 차량 주행 시 선명하게 빛을 발합니다.","신형 코나의 '심리스 호라이즌 램프(Seamless Horizon Lamp)'는 현대자동차에서 자체 개발한 새로운 조명 시스템입니다. 이 램프는 기존의 LED DRL(주간주행등)과는 달리, 차량 전면 범퍼 아래쪽까지 광원이 이어져 마치 땅과 차량 사이의 경계가 없는 듯한 부드러운 빛을 연출합니다.

주요 기능:
- 주간주행등(DRL) 역할 수행
- 범퍼 하단까지 이어지는 넓은 시야 확보
- 빛의 경계가 자연스럽게 이어져 안전성 및 미관 향상
- 현대자동차만의 차별화된 디자인 요소 제공

즉, 심리스 호라이즌 램프는 주간에도 차량의 가시성을 높이고, 세련된 외관을 강조하는 현대자동차의 신기술 조명입니다.","신형 코나의 '심리스 호라이즌 램프'는 주간주행등과 전조등을 통합한 콤비네이션 램프로, 차량의 전면 이미지를 깨끗하고 간결하게 표현하는 디자인입니다.",,,,,,
기아 EV9의 전면부 디자인은 무엇으로 완성되었는가?,기아 EV9의 전면부 디자인은 '디지털 패턴 라이팅 그릴'과 다양한 조명이 어우러져 '디지털 타이거 페이스'를 완성한다.,"기아 EV9의 전면부 디자인은 크롬, LED 매트릭스 헤드램프, 다이나믹 웰컴 라이트, 스포티한 범퍼 디자인, 그리고 기아의 상징적인 타이거 노즈(호랑이 코) 그릴로 완성되었습니다.","기아 EV9의 전면부 디자인은 헤드램프와 라디에이터 그릴, 에어 인테이크의 조화로 완성되었다.",,,,,,
GV60의 PE룸 디자인은 어떤 미학적 영감에서 비롯되었는가?,GV60의 PE룸 디자인은 1910년대 네덜란드의 더 스테일(De Stijl)과 바우하우스의 구성주의에서 비롯된 기계적인 미학에서 영감을 받았다.,"GV60의 PE룸(프라이버시 글라스 룸, Privacy Glass Room) 디자인은 현대자동차의 미래지향적이고 세련된 디자인 철학에서 영감을 받았습니다. GV60의 전체적인 외관과 내부 디자인은 곡선미와 유려한 실루엣, 첨단 소재 사용, 그리고 공간의 개방감과 고급스러움을 강조하는 것이 특징입니다.

PE룸 디자인은 탑승자의 프라이버시 보호와 함께, 차량 내외부의 경계를 부드럽게 연결하는 미학을 추구합니다. 이는 기존의 단순한 칸막이 구조에서 벗어나, 유리와 금속, LED 조명 등 첨단 소재와 조명을 활용해 감성적이고 세련된 분위기를 연출하는 데 중점을 두었습니다.

즉, GV60 PE룸은 미래지향적이고 세련된 현대자동차의 디자인 언어와, 탑승자 프라이버시 및 쾌적한 공간 경험을 결합한 결과물로 볼 수 있습니다. 구체적인 미학적 영감에",GV60의 PE룸 디자인은 '한국적 선(線)'에서 영감을 받았다. 이는 단순하면서도 우아한 선을 강조하는 한국 전통 미학을 반영한 것이다.,,,,,,
현대차 N 브랜드 전용 인포테인먼트 모드는 어떤 상황에서 시인성을 극대화하나요?,현대차 N 브랜드 전용 인포테인먼트 모드는 서킷 주행과 같은 극한 상황에서도 시인성을 극대화합니다.,"현대차 N 브랜드 전용 인포테인먼트 모드는 주행 중 안전과 집중도를 높이기 위해, 운전자가 주행에 방해받지 않도록 설계되었습니다. 이 모드에서는 불필요한 정보를 최소화하고, 주요 주행 관련 정보(속도, 경로, 계기판 데이터 등)만 명확하게 표시하여 시인성을 극대화합니다.  
특히 야간 주행, 악천후, 곡선 구간 등 시야가 제한되는 상황에서 핵심 정보가 눈에 잘 띄도록 디자인되어 있습니다.  
즉, 위험 상황에서 필요한 정보만 빠르게 인지할 수 있도록 시인성을 높이는 것이 주요 목적입니다.",현대차 N 브랜드 전용 인포테인먼트 모드는 전방에 집중해야 하는 전방 주행 상황에서 시인성을 극대화합니다.,,,,,,
2012년형 쏘나타 2.0 터보 GDi 모델의 판매 가격 범위는 얼마인가요?,"2012년형 쏘나타 2.0 터보 GDi 모델의 판매 가격은 2,850만원에서 2,960만원입니다.","2012년형 쏘나타 2.0 터보 GDi 모델의 공식 판매 가격은 다음과 같습니다.

- **기본 트림:** 약 2,200만 원 ~ 2,400만 원대
- **상위 트림(프리미엄 등):** 약 2,500만 원 ~ 2,700만 원대

정확한 가격은 옵션, 색상, 프로모션, 지역 딜러에 따라 다를 수 있습니다. 공식 출고가 기준으로는 위 범위 내에서 형성되었습니다.","2012년형 쏘나타 2.0 터보 GDi 모델의 판매 가격은 2,295만원에서 2,670만원입니다.",,,,,,
블루온(BlueOn)의 1회 충전 최대 주행 가능 거리는 얼마인가요?,블루온(BlueOn)은 1회 충전으로 최대 140km까지 주행이 가능합니다.,블루온(BlueOn)의 1회 충전 최대 주행 가능 거리는 공개된 공식 자료에 따르면 약 350km입니다.,블루온(BlueOn)은 1회 충전으로 380km까지 주행할 수 있습니다.,,,,,,
현대자동차와 기아가 2025 레드 닷 어워드에서 수상한 총 콘셉트 디자인 개수는 몇 개인가?,현대자동차와 기아는 2025 레드 닷 어워드에서 총 11개의 콘셉트 디자인을 수상했다.,"현대자동차와 기아가 2025 레드 닷 어워드에서 수상한 총 콘셉트 디자인 개수는 공개된 공식 자료에 따르면, 현대자동차는 ""아이오닉 5"" 콘셉트가 2022 레드 닷 어워드에서 수상한 기록이 있으며, 2025년 기준 최신 수상 내역은 확인되지 않습니다. 기아는 2023 레드 닷 어워드에서 ""EV9"" 등 일부 콘셉트 디자인이 수상한 바 있으나, 2025년까지의 누적 수상 콘셉트 디자인 개수는 공식적으로 발표된 바 없습니다.

따라서 2025년까지 현대자동차와 기아가 2025 레드 닷 어워드에서 수상한 콘셉트 디자인의 총 개수는 공개된 정보로 정확히 알 수 없습니다. (확인 가능한 최신 수상작은 차종별로 1~2점 수준)",현대자동차와 기아는 2025 레드 닷 어워드에서 총 11개의 콘셉트 디자인으로 입상했다.,,,,,,
2013년형 현대 그랜저에 기본 적용된 주행 모드에는 어떤 것들이 있나요?,"2013년형 현대 그랜저에는 노멀, 스포츠, 에코 등 3가지 주행 모드가 기본 적용되었습니다.","2013년형 현대 그랜저에 기본 적용된 주행 모드는 다음과 같습니다:

- 경제 모드
- 스포츠 모드

이 두 가지 주행 모드가 기본적으로 제공됩니다. 추가적인 모드(예: 에코, 스마트, 노멀 등)는 차량 옵션이나 세부 트림에 따라 다를 수 있습니다. 질문하신 2013년형 그랜저의 기본 사양 기준입니다.","2013년형 현대 그랜저에는 컴포트(Comfort), 스포츠(Sports), 에코(Eco) 주행 모드가 기본 적용되었습니다.",,,,,,
